nama;noreg
BIVOCOM Industrial 4G Router 5 Ports, dual SIM, Wifi, Dual Modul;B2WS0200137MA0008
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300236
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0532
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0701
BIVOCOM Industrial 4G Router 5 Ports ,dual SIM, WIFI, Dual Modul;B2WSBKA0138MA0478
MICRONET SP5018B VOIP FXS/FXO GATEWAY;B2WN014I010H00072
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0401
MICRONET SP5018B VOIP FXS/FXO GATEWAY;B2WN014I010H00097
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0995
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0184
PALO ALTO FIREWALL PA-3020;B2WN0131046PA0001
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0435
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0714
Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0562
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0176
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0510
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0043
Palo Alto Networks PA-460 NFR Unit;B2WN0286853MA0003
SP5018A VOIP FXS/FXO GATEWAY;B2WN014I010F00134
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300364
AD-BOX CONTROLLER SIGNBOARD;B4RT0B00014V00009
BIVOCOM Industrial 4G Router 5 Ports ,dual SIM, WIFI, Dual Modul;B2WSBKA0138MA0575
BIVOCOM Industrial 4G Router 5 Ports ,dual SIM, WIFI, Dual Modul;B2WSBKA0138MA0844
ETHERNET SWITCH,16-PORTS,10/10;B2WN017V010800021
FAN FOR UfiSpace S9600 series;B2WN0286934MA0053
Service card, with 8 XG(S)-PON Combo interfaces, without SFP module.;B2WN00A0294MA0019
Service card, with 8 XG(S)-PON Combo interfaces, without SFP module.;B2WN00A0294MA0018
OCNOS-SP-MPLS-2400-UfiSpace S9600-72XC-DC Power Supply;B2WN0286935MA0003
500W AC POWER SUPPLY WITH EXHAUST AIRFLOW FOR NI CE 2000 SERIES SWITCHES;B2WN02A6030LA0005
Service card, with 8 XG(S)-PON Combo interfaces, without SFP module.;B2WN00A0294MA0020
FAN FOR UfiSpace S9600 series;B2WN0286934MA0023
FAN FOR UfiSpace S9600 series;B2WN0286934MA0043
FAN FOR UfiSpace S9600 series;B2WN0286934MA0033
DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0014B
MASTER SNMP AGENT MODULE FOR RAISECOM MODULAR DEVICES;B2WN01AH020200008
POWER DC FOR ISCOM 3000X SERIES;B2WN0286682MA0009B
TWO-PORT VOICE INTERFACE CARD - FXS;B2WN0231010900212
FIBER DRIVER RAISECOM MODULE E1 BALANCE RC832-30-E1-BL-SS13;B2WN01AH010700010
WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100490
MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012BA0029
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00192
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00186
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00274
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00398
FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0014
POWER MODULE DPR3000B-48;B3CD0400049MA0068B
FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0017
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00674
8*10GE optical interface card, apply to S5600-EI (ESW-SUB-8XF);B2WN0286699MA0027
FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0036
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00108
"4x40 Gbit/s QSFP+ interfaces; 48x10 Gbit/s SFP+ interfaces;  pluggable dual DC power supplies and 2 pluggable fans modules.";B2WN0286683MA0028
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00177
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00053
POWER MODULE DPR3000B-48;B3CD0400049MA0071B
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00080
TWO-PORT VOICE INTERFACE CARD - FXO;B2WN0231010A00187
WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100465
Paket Rectifier dan Battery;B3CD0400048MA0030
FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0027
MASTER SNMP AGENT MODULE FOR RAISECOM MODULAR DEVICES;B2WN01AH020200009
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00637
2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0006
WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100505
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00261
2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0004
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00422
POWER DC FOR ISCOM 3000X SERIES;B2WN0286682MA0010B
TWO-PORT VOICE INTERFACE CARD - FXS;B2WN0231010900413
DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0015B
8*10GE optical interface card, apply to S5600-EI (ESW-SUB-8XF);B2WN0286699MA0028
POWER MODULE DPR3000B-48;B3CD0400049MA0070B
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00151
FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00395
FIBER DRIVER RAISECOM MODULE E1 BALANCE RC832-30-E1-BL-SS15;B2WN01AH010800025
RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300120
OPTICAL 10GE AGGREGATION L2 SWITCH, 24*100/1000BASE-X SFP + 4*10GE SFP+, DUAL DC SWAPPABLE POWER SUPPLIES;B2WN0202011L00006
POWER DC ISCOM5600 input -48V=6A;B2WN0286681MA0051
CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00089
OPTICAL 10GE AGGREGATION L2 SWITCH, 24*100/1000BASE-X SFP + 4*10GE SFP+, DUAL DC SWAPPABLE POWER SUPPLIES;B2WN0202011L00023
CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00058
L2+ aggregation GE switch, 24x100/1000M SFP + 4x1000M/10G SFP+, and one expansion slot. Dual DC power;B2WN0286680MA0025
L2+ aggregation GE switch, 24x100/1000M SFP + 4x1000M/10G SFP+, and one expansion slot. Dual DC power;B2WN0286680MA0021
GE EXPANSION MODULE,4X1000M SFP PORTS;B2WN02VG040U00016
MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00023
2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0003
POWER DC ISCOM5600 input -48V=6A;B2WN0286681MA0061
fan ISCOM5600;B2WN0286679MA0030
SWITCH ISCOM 2924GF, REDUNDANT DC POWER;B2WN0202011700076
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00154
ELECTRICAL 10GE AGGREGATION L2 SWITCH, 48*10/100/1000BASE-T+ 4*10GE SFP+, DUAL AC SWAPPABLE POWER SUPPLIES, -5 - 50& 8304;B2WN0202012400004
GE EXPANSION MODULE,4X1000M SFP PORTS;B2WN02VG040U00091
SWITCH ISCOM 2924GF, REDUNDANT DC POWER;B2WN0202011700086
SWITCH ISCOM 2924G, REDUNDANT AC POWER ( PN - ISCOM 2924G-AC/D );B2WN0202011800003
CONVERTER E1 TO V35 RAISECOM;B2WN01AH020800031
CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00004
10GE EXPANSION MODULE,2X10 GE XFP INTERFASE;B2WN02VG040V00023
MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00065
SWITCH ISCOM 2924G, REDUNDANT AC POWER ( PN - ISCOM 2924G-AC/D );B2WN0202011800001
MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800092
MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800059
FIBER DRIVER ETH RAISECOM RC552-FE-SS13 ( PN - );B2WN0177010F00067
MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00103
MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00004
SWITCH ISCOM 2128G REDUNDANT DC POWER;B2WN0202011Z00016
RAISECOM MODULE GE WITH 1:1 UPLINK PROTECTION 2 PORT SFP;B2WN01AH010H00011
DC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287076MA0059B
ITN8800 CHASSIS WITH TWO DC POWER CARDS AND ONE FAN CARD ( PN - );B2WN0202012A00005
TA5000 GPON OLT 8X SFP;B2WN0286011400063
ETH AGGREGATION CARD,SUPPORTS 2X10GE INTERFACES, CAN ACCESS TWO WAYS 10GE GROUPING SERVICE;B2SW01A0009MA0024
SWITCH DEMARKASI 10G (New Version L3);B2WN0286404MA0015
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0015
MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800096
TA5004 FILTER 19IN CHASSIS;B2WN0286010W00064
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0287B
TA5004 MSM20 2-10G;B2WN0286011000114
ITN8800 CHASSIS WITH TWO DC POWER CARDS AND ONE FAN CARD ( PN - );B2WN0202012AA0039
TA5004 MSM20 2-10G;B2WN0286011000131
MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012B00008
Compact 10G NID, half-19'' wide, 4x10G SFP+ for uplink, 12x1G SFP for downlink, CONSOLE and SNMP ports for management, one hot-s;B2WN0287074MA0045
TA5004 FILTER 19IN CHASSIS;B2WN0286010W00071
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N01275
TA5004 MSM20 2-10G;B2WN02860110A0052
TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00105
AC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287075MA0059B
TA5000 GPON OLT 4-PORT SFP;B2WN0286010T00045
TA5004 POWER/ALM MODULE;B2WN02VG040C00114
ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00017
MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800020
TA5004 POWER/ALM MODULE;B2WN02VG040C00107
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N01026
SWITCH ISCOM 2648G, REDUNDANT AC POWER ( PN - ISCOM2648G-4C-AC/D );B2WN0202012K00024
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0197
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0002
ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00055
TA5000 GPON OLT 8X SFP;B2WN0286011400103
TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00115
TA5004 MSM20 2-10G;B2WN02860110A0051
TA5004 MSM20 2-10G;B2WN0286011000134
TA5004 CHASSIS 19IN;B2WN02VG040AA0025
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0055B
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00326
TA5000 GPON OLT 8X SFP;B2WN02860114A0035
ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00060
TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040DA0026
MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012BA0081
40CSM/2HU-#19590-#19200;B2WN01VS0207A0060
40CSM/2HU-#19590-#19200;B2WN01VS0207A0065
EDFA C-D20-VLGC-DM;B2WN01VS0203A0100
40CSM/2HU-#19590-#19200;B2WN01VS0207A0063
40CSM/2HU-#19590-#19200;B2WN01VS0207A0039
EDFA C-D20-VLGC-DM;B2WN01VS0203A0070
40CSM/2HU-#19590-#19200;B2WN01VS0207A0044
Fan Module for SH9HU;B2WN0150115MA0131
CARD OSCM;B2WN01VS010GA0029
EDFA C-D20-VLGC-DM;B2WN01VS0203A0053
EDFA C-D20-VLGC-DM;B2WN01VS0203A0065
CARD F7/OSFM+1510 ( PN - 1063708481 );B2WN01VS010FA0052
CARD NCU-II;B2WN01VS0102A0036
4ROADM-C96/0/OPM ( PN - 1063708327-01 );B2WN01VS010M00008
CARD F7/OSFM+1510 ( PN - 1063708481 );B2WN01VS010FA0053
Managed DCM using dispersion compensating fiber (DCF), compensating 70km Standard Single Mode Fiber;B2WN0150134MA0012
Common Equipment Module for SH9HU;B2WN0150116MA0044
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0075
Managed DCM using dispersion compensating fiber (DCF), compensating 50km Standard Single Mode Fiber;B2WN0150065MA0018
CARD OSCM;B2WN01VS010GA0028
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0076
4ROADM-C96/0/OPM ( PN - 1063708327-01 );B2WN01VS010MA0043
CARD SCU-II;B2WN01VS010NA0057
EDFA C-D20-VLGC-DM;B2WN01VS0203A0064
9HU Shelf;B2WN0150125MA0044
Fan Module for SH9HU;B2WN0150115MA0130
Fan Module for SH9HU;B2WN0150115MA0132
Optical Amplifier, Double Stage 20 dBm maximum output power, variable gain controlled (C-Band) with Dual Monitor;B2WN0150061MA0034
CISCO 7200 AC POWER SUPPLY OPTION;B2WN0231020300080
7206VXR BUNDLE NPE-300 & I/O CONTROLLER WITH FE;B2WN0131010200005
CISCO 7200 AC POWER SUPPLY OPTION;B2WN0231020300075
7206VXR WITH NPE-G2 INCLUDES 3GIGE/FE/E PORTS AND IP SW ( PN - 7206VXR/NPE-G2 );B2WN023103OQ00031
IP CAMERA NVR DAHUA 32 CHANNEL NVR DAHUA 32CH / NVR608-32-4KS2 incl. Seagate skyhawk 10 TB;B4RT0B87037MA0001
MODULE NPE-G2 UNTUK ROUTER CISCO 7200 SERIES;B2WN0131013600033
CISCO ONE ISR 4351 (3GE,3NIM,2SM,4G FLASH,4G DRAM,IPB), UPGRADE TO 16GB DRAM/16GB FLASH, 200GB MSATA SSD BUNDLE;B2WN0131045O00073
CISCO 3945 W/SPE150(3GE,4EHWIC,4DSP,4SM,256MBCF,1GBDRAM,IPB) ( PN - CISCO3945/K9 ) ( PN - CISCO3945/K9 );B2WN0231041600016
CISCO ONE ISR 4351 (3GE,3NIM,2SM,4G FLASH,4G DRAM,IPB), UPGRADE TO 16GB DRAM/16GB FLASH, 200GB MSATA SSD BUNDLE;B2WN0131045O00198
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010101306
AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200466
EATON ACCESS POWER RECTIFIER MODULE 48VDC;B3CD0400030J00141
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100314
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100779
AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200333
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100792
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500011
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500038
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500027
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500002
SPLITTER 2:8 INC BOX;B2WN0100041ZA4173
BOX ODP 32 Port Lup Pigtail SC APC;B2WN0286794MA0171
INVERTER ICA 3 KVA 48VDC;B3CD102D010200010
SPLITTER BOX ODP 24 CORE TYPE LC/APC ( PN - );B3TM0100000Y00151
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500032
PASSIVE SPLITTER 2:8, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES;B2WN0100041ZA0147
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500035
PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500039
SPLITTER BOX ODP 24 CORE TYPE LC/APC ( PN - );B3TM0100000Y00075
PC-MONITOR LCD 17 INCH;B1AC0100070100115
PC-MONITOR LCD 17 INCH;B1AC0100070100060
MONITOR HP V194 18.5-IN MNT;B1AC0100010Q00155
PC-MONITOR LCD 17 INCH;B1AC0100070100057
VSX 3000 IP-ONLY SYSTEM (PAL);B4RT0B87010400003
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100195
CISCO1811/K9DUAL ETHERNET SECURITY ROUTER WITH V.92;B2WN0131041N00495
CISCO 881-K9;B2WN0131042B00518
AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200274
MODUL RECTIFIER APR48-ES;B3CD0400030U00052
MODUL RECTIFIER APR48-ES;B3CD0400030U00049
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0156
SUBRACK;B3CD0400030I00071
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100283
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100830
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404581
MODUL RECTIFIER APR48-ES;B3CD0400030U00191
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0208
1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00071
1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00119
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100654
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300182
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300151
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300204
CISCO 881-K9;B2WN0131042B00173
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100773
MODUL RECTIFIER APR48-ES;B3CD0400030U00015
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100734
UPS 1KVA with IT incl SNMP;B3CD0100212MA0010
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0085
UPS INCLUDE INTERNAL IT TRANSFORMER 1 KVA ( PN - );B3CD012F030100311
ISOLATION TRANSFORMER 3 KVA;B3CD115R010200004
ISOLATION TRANSFORMER (IT) 600VA ( PN - );B3CD115R010501368
UPS 1 KVA INCLUDE IT TRANSFORMER;B3CD0100020300269
STABILIZER 1000 VA 220 V 1PH/50HZ;B3CD0600010800240
UPS 1 KVA;B3CD0100020200142
Fan Module for SH9HU;B2WN0150115MA0145
UPS LAPLACE 3 KVA;B3CD012F010300019
Common Equipment Module for SH9HU;B2WN0150116MA0049
9HU Shelf;B2WN0150125MA0049
CARD SCU-II;B2WN01VS010NA0062
UPS LAPLACE 3 KVA;B3CD012F010300077
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0086
USO-ISOLATION TRANSFORMER (IT) 600VA ( PN - );USSP06AP010101774
Fan Module for SH9HU;B2WN0150115MA0146
UPS 1 KVA INCLUDE IT TRANSFORMER;B3CD0100020300212
Fan Module for SH9HU;B2WN0150115MA0147
UPS INCLUDE INTERNAL IT TRANSFORMER 1 KVA ( PN - );B3CD012F030100519
ISOLATION TRANSFORMER (IT-1000);B3CD115R010100219
CPU DELL OPTIPLEX 330 MT;B1WS014E020G00035
PC DESKTOP ( PN - );B1SV0100001A00005
CPU DELL OPTIPLEX 320DT;B1WS014E020E00002
CPU DELL OPTIPLEX 320DT;B1WS014E020E00007
CPU-HP 3340MT;B1WS012X010500001
CPU DELL OPTIPLEX 330 MT;B1WS014E020G00038
PC DESKTOP ( PN - );B1SV0100001A00004
MESIN ABSENSI;B4PK0G00010100034
BARCODE PRINTER KECIL 118 MM;B4PK0900010400001
MESIN PRINTER ABSENSI;B4PK0G00010200027
IDU XPAND SDH+IP WITH 16E1 NERA ( PN - );B2WS023A010600042
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300216
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010403639
NOTEBOOK;B1LT0000000600459
PowerEdge R740 Server;B1SV0100009MA0009
NOTEBOOK CORE 2 DUO PROCESSOR;B1LT0000000C00021
RAISECOM 3U, 16-SLOT CHASSIS, WITH TWO DC POWER SUPPLY MODULES;B2WN01AH020100009
RECTIFIER 220 VAC TO 48 VDC, 8A ( PN - );B3CD0400030N00161
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011NA0017
GPON optical module, OLT side, 60 km, quasi-industrial, DDM, RoHS Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0263
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1282
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (Brand : ATOP);B2WN0150091MA0246
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0447B
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0329
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0112
FortiGate 40F;B2WN0286418MA1346
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0040
Power Supply STARLINK;B2WS0138153MA0182B
Adapter 12V, 1.5A for BIVOCOM;B2WSBKA0139MA0844
Common Equipment Module for SH9HU;B2WN0150116MA0040
DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0038
ADAPTOR 12V 1A;B2WN0150153MA2351B
Adapter 12V, 1.5A for BIVOCOM;B2WS0200138MA0048
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1285
SFP+ 10G 1550nm 40KM;B2WN0286956MA0002B
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0556
DC PDU/DCDU;B3CD08A0003MA0026B
AC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287075MA0030B
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0134
SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0148
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0955
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0425
SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0130
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1035
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0261
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0044
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0110
SFP+ 10G 850nm 300M LC;B2WN0286825MA0078
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0326
Mikrotik RB760iGS (hEX S);B2WN0286872MA0462
ADAPTOR 12V 1A;B2WN0150153MA0405
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0464
6COM SFP+ 10G LR 1310nm;B2WN0286824MA0035
SFP+ 10G 850nm 300M LC;B2WN0286825MA0091
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0146
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0114
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0244B
AC Power Adaptor for FG/FWF 60E/61E, 60F/61F, and 80E/81E;B2WN0286499MA0156
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0301
RAISECOM DEMARCATION OAM, 4GE RJ45 + 2*GE SFP, AC ( PN - RC551E-4GE-AC );B2WN0202011J00194
SFP+ 10G 850nm 300M LC;B2WN0286825MA0093
MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0846
DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0338B
GPON optical module,OLT side, 60 km, quasi-industrial, DDM, RoHS, Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0295
